ExprID,Expression,Type
595,6 + 2 ^ 5,Infix
596,2 ^ 1 * 6 ^ 5,Infix
597,1 / 6 ^ 5 ^ 1,Infix
598,1 / 5 ^ 7 - 0,Infix
599,7 ^ 6 + 3 ^ 7 + 1 * 8,Infix
600,8 6 0 ^ /,Postfix
601,1 - 3 * 0 ^ 5,Infix
602,9 4 * 9 * 5 *,Postfix
603,2 2 4 7 ^ / 4 * -,Postfix
604,6 + 6 ^ 8 / 0,Infix
605,0 4 3 4 ^ * 3 * 7 / +,Postfix
606,8 0 * 8 * 1 -,Postfix
607,1 8 / 7 - 1 + 6 0 ^ -,Postfix
608,8 4 5 ^ 7 / 2 * +,Postfix
609,9 1 / 1 -,Postfix
610,0 - 8 + 5,Infix
611,3 / 3 + 1 - 6 / 5 * 2,Infix
612,9 8 ^ 2 / 6 +,Postfix
613,3 8 1 / -,Postfix
614,0 6 * 2 0 / -,Postfix
615,9 3 0 6 7 ^ ^ ^ ^,Postfix
616,4 * 9 - 6 ^ 9,Infix
617,4 / 0 + 6,Infix
618,3 / 1 + 3 * 2 - 1 + 0,Infix
619,0 * 1 * 3 - 0 / 1,Infix
620,7 4 * 0 + 5 7 ^ +,Postfix
621,5 - 2 - 9 / 9,Infix
622,7 3 7 ^ /,Postfix
623,1 - 5 + 5 * 7 + 8 * 3,Infix
624,7 ^ 0 - 3 - 2,Infix
625,9 0 0 8 9 6 ^ ^ ^ / +,Postfix
626,3 / 0 - 3 / 5,Infix
627,1 / 4 + 8 ^ 1 * 5,Infix
628,8 1 / 7 + 2 1 / -,Postfix
629,1 - 9 * 2 * 2 - 0,Infix
630,3 - 4 * 9,Infix
631,1 7 / 0 + 4 -,Postfix
632,2 - 5 * 0,Infix
633,5 / 0 ^ 5 + 0,Infix
634,8 ^ 7 * 1 ^ 6 - 0 - 9,Infix
635,8 1 7 * 0 8 1 ^ ^ / -,Postfix
636,2 3 ^ 5 -,Postfix
637,6 ^ 2 / 9 / 4 ^ 6,Infix
638,1 1 + 9 5 ^ - 9 +,Postfix
639,4 5 9 1 5 ^ ^ ^ 5 / -,Postfix
640,7 ^ 5 - 8 - 5,Infix
641,9 4 9 / 1 * -,Postfix
642,1 + 6 ^ 5 / 3 * 8,Infix
643,5 + 3 + 9,Infix
644,9 ^ 6 / 7 ^ 4 + 5,Infix
645,7 * 9 - 1 - 1 * 6,Infix
646,3 0 8 ^ 0 1 9 ^ ^ * -,Postfix
647,5 + 3 - 0 ^ 7,Infix
648,0 * 9 / 1 / 1,Infix
649,7 + 0 / 5 + 4,Infix
650,2 6 + 5 -,Postfix
651,6 5 ^ 4 * 9 * 7 *,Postfix
652,0 3 ^ 1 / 4 -,Postfix
653,6 5 * 4 - 2 +,Postfix
654,0 3 ^ 3 9 ^ 7 / 3 * +,Postfix
655,8 0 5 * 0 * - 3 +,Postfix
656,2 ^ 7 / 4 - 3,Infix
657,3 3 / 3 -,Postfix
658,0 2 2 * 6 / 1 8 ^ * +,Postfix
659,2 + 6 ^ 7 - 1 + 1,Infix
660,1 5 3 * 0 / 4 * 0 / -,Postfix
661,6 7 / 7 / 9 /,Postfix
662,3 * 8 / 4 * 4,Infix
663,9 8 + 8 +,Postfix
664,5 * 7 - 8,Infix
665,1 + 5 * 4 / 8,Infix
666,6 6 * 9 * 5 * 2 -,Postfix
667,1 / 8 / 4 + 0,Infix
668,0 ^ 7 ^ 9,Infix
669,5 1 * 6 6 ^ -,Postfix
670,9 4 5 * -,Postfix
671,9 * 0 * 3 * 2,Infix
672,3 / 1 / 7 / 6 + 8,Infix
673,7 1 ^ 4 /,Postfix
674,0 1 * 6 2 ^ - 6 4 * +,Postfix
675,5 8 8 7 ^ / - 0 +,Postfix
676,6 + 4 * 2 + 2 / 9,Infix
677,4 9 ^ 5 1 / + 7 3 / -,Postfix
678,0 + 8 ^ 1 + 3 ^ 4 / 8,Infix
679,6 0 1 * 0 / 1 / 6 / +,Postfix
680,0 4 - 7 5 ^ 6 * - 8 +,Postfix
681,9 / 9 * 1 / 7,Infix
682,5 * 1 ^ 4 / 1 ^ 0,Infix
683,7 3 - 1 3 * +,Postfix
684,6 0 / 9 7 / 0 * 5 / -,Postfix
685,4 8 / 7 - 7 -,Postfix
686,0 / 5 * 0 - 2 + 3,Infix
687,3 8 9 ^ * 6 7 0 ^ ^ +,Postfix
688,2 7 ^ 1 / 6 * 4 /,Postfix
689,9 * 6 + 1 + 2 * 4 * 6,Infix
690,5 - 8 * 4,Infix
691,5 6 / 2 / 2 / 6 9 ^ /,Postfix
692,9 0 1 * - 0 0 ^ 3 * -,Postfix
693,6 4 7 ^ ^ 8 +,Postfix
694,6 - 5 - 5 - 3 / 7,Infix
695,5 5 3 ^ ^ 9 -,Postfix
696,8 * 0 + 4 * 1 - 8 * 8,Infix
697,6 5 6 * + 4 - 8 +,Postfix
698,9 ^ 0 / 0 * 0 + 8,Infix
699,4 1 * 0 -,Postfix
700,0 / 8 * 2,Infix
701,8 7 * 2 * 7 7 / -,Postfix
702,9 - 7 / 2 * 9 + 2,Infix
703,2 ^ 2 / 0 - 6,Infix
704,4 * 6 / 9 - 9 ^ 5,Infix
705,3 6 - 0 0 * +,Postfix
706,7 5 ^ 6 5 ^ /,Postfix
707,4 8 2 * + 2 + 0 + 5 +,Postfix
708,8 - 7 * 5,Infix
709,1 / 4 / 7 * 2 / 8,Infix
710,1 ^ 3 / 1,Infix
711,5 2 0 9 ^ ^ ^ 7 +,Postfix
712,3 7 * 5 - 1 6 * 2 * -,Postfix
713,4 5 - 4 4 * +,Postfix
714,0 8 / 2 * 3 9 ^ - 1 -,Postfix
715,8 + 9 / 1 - 0 ^ 0,Infix
716,2 4 0 ^ - 7 + 3 5 * -,Postfix
717,6 + 6 / 3 + 0 + 6 * 5,Infix
718,3 / 7 * 5 ^ 4,Infix
719,6 / 8 ^ 3 ^ 5,Infix
720,9 6 ^ 2 / 6 +,Postfix
721,7 5 ^ 9 +,Postfix
722,6 ^ 9 * 8 - 5 / 2,Infix
723,3 * 3 / 9 / 7 + 2,Infix
724,3 + 4 - 3 * 1,Infix
725,6 * 3 / 3,Infix
726,2 2 ^ 3 * 1 *,Postfix
727,0 5 4 * + 2 -,Postfix
728,1 0 ^ 4 +,Postfix
729,2 ^ 4 ^ 9 + 2 + 5 - 6,Infix
730,0 8 7 7 ^ ^ ^ 7 8 ^ *,Postfix
731,2 7 + 3 7 * + 2 -,Postfix
732,3 9 1 / 4 / +,Postfix
733,8 1 7 * + 5 7 * -,Postfix
734,1 * 7 - 4,Infix
735,0 / 0 - 3,Infix
736,6 6 ^ 3 6 ^ / 5 / 5 -,Postfix
737,1 + 1 + 5,Infix
738,7 - 9 * 0 * 9 / 4 - 8,Infix
739,1 - 2 - 1 * 7,Infix
740,1 1 5 ^ +,Postfix
741,2 * 9 + 8 + 4,Infix
742,0 ^ 9 + 9,Infix
743,3 9 / 2 /,Postfix
744,4 * 6 * 6 * 1 + 2 * 8,Infix
745,0 + 7 - 9 ^ 2 + 8 - 5,Infix
746,8 4 3 ^ *,Postfix
747,9 ^ 1 * 1 - 6,Infix
748,5 2 8 ^ *,Postfix
749,0 9 8 1 7 ^ ^ ^ *,Postfix
750,4 - 5 ^ 6 + 0 - 8,Infix
751,8 - 8 ^ 3 - 1,Infix
752,3 * 5 * 7 - 8 / 5 * 8,Infix
753,8 / 9 * 6 - 7 * 3 - 0,Infix
754,4 1 / 4 / 4 *,Postfix
755,4 - 4 / 5,Infix
756,9 1 - 7 -,Postfix
757,2 5 8 / 7 8 ^ * + 1 -,Postfix
758,4 4 * 6 /,Postfix
759,4 ^ 3 ^ 1 * 2,Infix
760,4 * 0 - 2,Infix
761,1 / 6 / 1,Infix
762,5 - 4 + 2,Infix
763,8 ^ 3 * 0,Infix
764,9 2 2 ^ +,Postfix
765,9 5 7 ^ 1 * -,Postfix
766,4 / 9 / 1 / 3 + 0 ^ 2,Infix
767,3 - 1 - 5 - 3 * 8 / 7,Infix
768,2 7 6 2 ^ / + 2 -,Postfix
769,0 8 8 ^ ^ 1 / 4 4 / +,Postfix
770,3 9 - 8 +,Postfix
771,0 5 5 * +,Postfix
772,9 3 - 6 -,Postfix
773,5 + 9 * 4 + 0 / 1,Infix
774,7 / 3 * 0 + 8,Infix
775,7 5 * 6 /,Postfix
776,1 1 * 5 - 9 - 8 7 / -,Postfix
777,8 3 * 8 + 4 2 ^ -,Postfix
778,0 5 6 2 ^ / +,Postfix
779,7 * 2 - 0 / 2 ^ 0 ^ 7,Infix
780,6 8 1 ^ ^ 2 0 * 8 * -,Postfix
781,3 ^ 4 / 2 + 8,Infix
782,6 + 8 / 2 + 8 * 6 - 5,Infix
783,5 5 1 9 ^ ^ / 9 * 7 *,Postfix
784,2 * 9 / 9 + 8,Infix
785,3 6 ^ 2 - 1 4 / -,Postfix
786,9 / 7 * 3 * 7 + 2,Infix
787,5 - 8 * 7 + 3 ^ 8 ^ 6,Infix
788,9 3 0 / + 5 + 2 +,Postfix
789,0 7 * 6 1 / 8 / -,Postfix
790,9 8 + 7 4 / -,Postfix
791,1 - 3 * 8 ^ 2 * 1,Infix
792,7 * 3 / 3 / 4 - 4,Infix
793,4 - 2 * 9 * 6 ^ 7,Infix
794,2 4 / 5 - 2 2 * - 8 -,Postfix
795,2 ^ 3 / 9 + 2 + 5 - 7,Infix
796,7 / 6 / 4 * 8 - 4,Infix
797,6 9 + 9 -,Postfix
798,9 4 4 * - 4 +,Postfix
799,7 ^ 2 - 4,Infix
800,0 8 * 1 2 / +,Postfix
801,4 4 ^ 8 -,Postfix
802,3 6 1 / 7 * - 9 +,Postfix
803,9 / 5 * 4 ^ 8 ^ 6 ^ 1,Infix
804,7 * 6 / 5 - 7 * 3,Infix
805,2 * 4 - 4 + 9 / 2,Infix
806,4 2 5 * - 1 +,Postfix
807,1 / 8 * 0,Infix
808,9 / 9 + 0,Infix
809,0 1 ^ 6 *,Postfix
810,3 1 / 6 0 7 ^ ^ / 0 *,Postfix
811,7 * 7 ^ 3,Infix
812,2 * 9 ^ 9 + 1 + 9,Infix
813,1 / 9 - 6 * 7 + 6 + 1,Infix
814,0 / 0 + 9,Infix
815,8 - 8 / 1 / 2 * 7,Infix
816,1 * 6 ^ 0 / 8 / 8 / 9,Infix
817,1 ^ 1 * 6,Infix
818,4 + 5 * 6 / 0 / 9 ^ 5,Infix
819,1 2 * 7 -,Postfix
820,1 - 1 ^ 7 ^ 9 - 6,Infix
821,5 6 1 6 ^ ^ ^,Postfix
822,5 1 + 4 6 ^ +,Postfix
823,2 6 0 ^ * 6 / 4 -,Postfix
824,1 - 9 ^ 9 * 4,Infix
825,6 6 ^ 2 + 3 5 ^ - 9 +,Postfix
826,3 1 / 4 /,Postfix
827,3 2 ^ 0 * 8 /,Postfix
828,6 / 0 ^ 9,Infix
829,7 - 3 / 5 * 1 / 9 * 4,Infix
830,6 + 7 - 2 + 0 - 6,Infix
831,3 * 0 ^ 0 / 4 - 5 + 8,Infix
832,0 4 + 0 - 5 +,Postfix
833,5 3 4 9 ^ ^ ^ 1 / 9 /,Postfix
834,5 5 0 / - 4 +,Postfix
835,5 6 ^ 3 2 / 7 * -,Postfix
836,7 ^ 0 - 9 + 2 ^ 1,Infix
837,1 2 1 * - 8 + 8 +,Postfix
838,0 2 6 ^ + 2 3 / 2 * +,Postfix
839,3 / 6 * 0,Infix
840,0 4 9 ^ *,Postfix
841,9 * 7 / 8 / 6 ^ 2,Infix
842,3 2 ^ 2 5 / +,Postfix
843,8 7 - 1 -,Postfix
844,7 1 ^ 8 - 1 1 * -,Postfix
845,0 8 / 2 * 3 * 4 +,Postfix
846,2 7 7 ^ /,Postfix
847,1 5 * 2 * 9 * 2 -,Postfix
848,1 7 * 4 +,Postfix
849,3 3 * 3 7 / 6 / -,Postfix
850,2 + 6 / 6 + 5,Infix
851,5 1 * 4 / 6 9 2 ^ ^ /,Postfix
852,8 8 * 7 / 4 7 ^ * 7 -,Postfix
853,5 ^ 1 ^ 1 - 7,Infix
854,8 - 5 - 9,Infix
855,1 ^ 2 + 1 * 8 * 5,Infix
856,3 / 2 + 6 ^ 3 ^ 0,Infix
857,6 / 0 * 6 / 9 - 9 ^ 0,Infix
858,4 5 3 ^ * 6 *,Postfix
859,1 / 4 ^ 9,Infix
860,8 ^ 3 - 5,Infix
861,2 1 2 / +,Postfix
862,6 * 3 * 9 * 0,Infix
863,2 + 2 ^ 5,Infix
864,6 0 / 5 -,Postfix
865,6 3 9 / 3 / 8 * +,Postfix
866,2 ^ 9 + 1 / 4 ^ 7 + 8,Infix
867,1 1 * 2 1 * + 8 9 / +,Postfix
868,3 0 0 ^ - 2 -,Postfix
869,7 5 8 ^ 7 * +,Postfix
870,3 0 * 8 -,Postfix
871,4 * 4 + 4,Infix
872,0 / 8 + 7,Infix
873,6 ^ 5 * 4 / 8,Infix
874,2 + 2 * 8 ^ 1 * 2 / 4,Infix
875,0 - 8 * 3 / 3,Infix
876,5 6 - 2 + 5 -,Postfix
877,8 ^ 7 + 3 * 7 / 1 / 1,Infix
878,4 5 * 3 / 6 3 ^ /,Postfix
879,0 9 ^ 7 9 * +,Postfix
880,0 ^ 5 - 8,Infix
881,5 * 3 - 9 + 3,Infix
882,8 + 3 * 8 * 3 + 4,Infix
883,7 2 / 1 + 4 4 ^ - 4 +,Postfix
884,3 + 2 + 6 * 9 - 9 * 8,Infix
885,7 9 6 * + 6 -,Postfix
886,6 / 9 * 3 - 8 ^ 6,Infix
887,8 5 - 3 9 ^ -,Postfix
888,8 * 6 ^ 6 * 3 / 1 * 0,Infix
889,2 8 ^ 4 9 * - 1 + 5 +,Postfix
890,1 * 5 - 8,Infix
891,3 9 ^ 1 - 2 7 ^ 5 * -,Postfix
892,4 ^ 6 * 9 * 2 + 3 * 6,Infix
893,5 * 3 + 6 * 7,Infix
894,2 9 / 9 * 1 +,Postfix
895,7 6 2 / + 3 +,Postfix
896,9 2 6 8 ^ ^ / 0 8 ^ /,Postfix
897,8 0 ^ 1 1 / -,Postfix
898,0 * 3 * 8 * 7,Infix
899,3 8 / 0 9 ^ + 1 +,Postfix
900,7 4 / 6 4 ^ - 1 2 ^ +,Postfix
901,9 1 ^ 9 * 4 / 5 -,Postfix
902,6 1 3 ^ +,Postfix
903,3 0 * 6 2 * - 2 + 6 -,Postfix
904,5 9 4 ^ * 5 / 7 +,Postfix
905,6 2 1 ^ 6 * - 6 5 / +,Postfix
906,7 / 1 * 8 ^ 7,Infix
907,5 2 / 3 * 8 - 4 - 5 +,Postfix
908,0 * 8 ^ 8 ^ 1,Infix
909,2 6 * 1 * 1 * 3 - 1 -,Postfix
910,6 * 4 ^ 1 * 6 * 8,Infix
911,8 9 ^ 7 / 9 * 8 +,Postfix
912,0 - 4 ^ 6 * 5,Infix
913,0 7 * 6 4 / +,Postfix
914,0 - 7 - 6 * 2 ^ 5 / 3,Infix
915,9 * 0 ^ 0,Infix
916,8 7 ^ 8 5 / - 5 + 4 +,Postfix
917,7 + 3 * 6 * 5 ^ 1 + 7,Infix
918,1 ^ 7 / 8 ^ 5 - 4 / 6,Infix
919,8 9 + 7 +,Postfix
920,6 + 0 / 6,Infix
921,4 * 5 - 0 * 8 + 9 + 1,Infix
922,1 4 1 / + 9 -,Postfix
923,0 - 7 + 5,Infix
924,8 2 ^ 8 / 7 6 / 4 * +,Postfix
925,9 / 9 + 7,Infix
926,7 / 4 + 1,Infix
927,9 / 7 - 2 - 2 / 3,Infix
928,2 4 7 / - 6 +,Postfix
929,7 1 ^ 8 * 8 /,Postfix
930,2 2 5 ^ *,Postfix
931,6 5 1 ^ / 2 +,Postfix
932,4 - 9 ^ 4 ^ 8,Infix
933,1 8 7 ^ + 3 + 6 - 0 +,Postfix
934,4 5 + 0 -,Postfix
935,2 4 5 ^ -,Postfix
936,5 6 ^ 9 +,Postfix
937,9 * 3 - 5 + 7 * 2,Infix
938,2 7 5 9 ^ ^ * 0 /,Postfix
939,9 5 ^ 9 / 0 8 / +,Postfix
940,7 + 4 - 7 * 2,Infix
941,0 3 1 ^ ^ 6 -,Postfix
942,9 / 2 ^ 4,Infix
943,9 ^ 3 ^ 0 - 7 * 3,Infix
944,8 7 1 * 5 4 ^ / +,Postfix
945,9 / 2 * 4 * 6,Infix
946,1 4 * 7 * 8 /,Postfix
947,2 5 4 ^ ^,Postfix
948,4 6 7 ^ + 7 - 5 + 0 +,Postfix
949,6 + 0 + 3 + 7 / 6,Infix
950,4 6 + 8 +,Postfix
951,0 9 1 8 ^ / +,Postfix
952,4 + 4 + 0,Infix
953,4 2 / 6 8 * -,Postfix
954,7 1 ^ 4 + 7 +,Postfix
955,9 + 8 - 6 + 3 ^ 6,Infix
956,6 8 - 5 -,Postfix
957,7 + 0 ^ 4 / 1 - 4,Infix
958,1 + 5 / 7 / 2 ^ 3 + 3,Infix
959,3 7 3 ^ /,Postfix
960,6 5 + 4 -,Postfix
961,7 5 / 4 * 8 2 ^ * 6 /,Postfix
962,4 4 0 3 ^ ^ 1 * - 8 +,Postfix
963,0 - 0 + 0,Infix
964,5 + 5 ^ 1,Infix
965,2 / 7 / 1 / 9,Infix
966,0 / 6 + 5 * 1 / 0,Infix
967,3 * 9 * 7 - 1,Infix
968,9 9 - 7 +,Postfix
969,2 * 3 * 7,Infix
970,8 + 2 + 3 ^ 1 * 1 - 0,Infix
971,8 5 / 3 +,Postfix
972,3 4 - 2 -,Postfix
973,1 3 / 1 - 1 - 2 + 3 +,Postfix
974,1 7 * 0 1 / - 8 5 / +,Postfix
975,2 0 2 * + 2 + 5 +,Postfix
976,1 0 2 ^ 4 2 7 ^ ^ / +,Postfix
977,9 0 + 4 0 ^ 0 / -,Postfix
978,5 / 6 / 5 - 5 * 3 - 8,Infix
979,2 8 + 8 +,Postfix
980,3 5 + 4 3 ^ + 9 1 * -,Postfix
981,5 - 2 + 3,Infix
982,8 5 1 / - 5 +,Postfix
983,5 ^ 2 ^ 0,Infix
984,3 2 + 6 0 / -,Postfix
985,8 2 / 2 - 3 3 ^ - 6 +,Postfix
986,6 / 9 * 0 / 6,Infix
987,8 9 ^ 3 0 ^ -,Postfix
988,8 6 / 6 *,Postfix
989,7 4 * 7 * 3 + 6 -,Postfix
990,9 / 2 + 0 + 5 / 5,Infix
991,3 - 4 * 8 * 5 * 2,Infix
992,9 ^ 1 * 9,Infix
993,6 / 6 / 3,Infix
994,7 9 * 0 * 0 *,Postfix
995,0 / 3 + 1 / 8,Infix
996,5 - 5 - 0 ^ 7 * 6 * 1,Infix
997,7 + 7 / 9 ^ 3 / 5 * 2,Infix
998,7 - 3 - 4 + 8 * 1,Infix
999,9 8 / 2 +,Postfix
1000,5 6 ^ 3 / 9 - 9 2 * -,Postfix
